
10,458,10,53.7,27,458,169,2.23.27,2.06.46,2,2018-10-04,normal,ankara,1900,çim,38,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,9.45,0

1,459,4,55.3,41,459,168,1.27.57,1.24.42,5,2018-10-04,normal,ankara,1300,çim,53,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.05,1
2,460,7,55.7,67,460,171,1.27.83,1.24.42,4,2018-10-04,normal,ankara,1300,çim,52,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.05,0
3,461,6,55,121,144,170,1.28.09,1.24.42,1,2018-10-04,normal,ankara,1300,çim,62,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.90,0
4,462,5,55.1,11,462,168,1.28.21,1.24.42,7,2018-10-04,normal,ankara,1300,çim,47,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,10.75,0
5,463,2,54.7,32,450,14,1.28.66,1.24.42,6,2018-10-04,normal,ankara,1300,çim,60,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,6.35,0
6,464,3,57,55,28,16,1.28.70,1.24.42,2,2018-10-04,normal,ankara,1300,çim,49,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,4.30,0
7,465,8,54.2,23,462,168,1.30.44,1.24.42,8,2018-10-04,normal,ankara,1300,çim,49,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,10.75,0
8,466,1,60,17,466,173,1.31.58,1.24.42,3,2018-10-04,normal,ankara,1300,çim,62,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,4.75,0

1,467,7,54.8,121,467,165,1.29.60,1.24.28,1,2018-10-04,normal,ankara,1400,kum,50,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.30,1
2,468,4,54,17,468,174,1.29.81,1.24.28,2,2018-10-04,normal,ankara,1400,kum,52,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.65,0
3,469,1,60,55,469,35,1.30.78,1.24.28,7,2018-10-04,normal,ankara,1400,kum,76,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,3.60,0
4,470,8,54.6,109,470,168,1.30.83,1.24.28,3,2018-10-04,normal,ankara,1400,kum,0,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,3.50,0
5,471,2,60,67,471,57,1.32.83,1.24.28,4,2018-10-04,normal,ankara,1400,kum,72,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,3.25,0
6,472,3,57,11,14,10,1.33.52,1.24.28,5,2018-10-04,normal,ankara,1400,kum,66,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,4.40,0
7,473,5,53,10,473,167,1.33.75,1.24.28,8,2018-10-04,normal,ankara,1400,kum,0,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,11.90,0
8,474,6,53,138,474,8,1.35.25,1.24.28,6,2018-10-04,normal,ankara,1400,kum,29,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,33.65,0

1,475,6,58.0,105,475,168,1.26.82,1.21.77,1400çim,2018-10-04,normal,ankara,1400,çim,%27(2),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,1.40,1
2,476,8,57,14,476,26,1.27.24,1.21.77,1400çim,2018-10-04,normal,ankara,1400,çim,%6(4),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,5.80,0
3,477,10,55,23,477,165,1.27.49,1.21.77,1400çim,2018-10-04,normal,ankara,1400,çim,%2(9),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,18.75,0
4,478,3,57,55,478,175,1.27.59,1.21.77,1400çim,2018-10-04,normal,ankara,1400,çim,%21(3),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,3.70,0
5,479,7,57,109,468,174,1.28.91,1.21.77,1400çim,2018-10-04,normal,ankara,1400,çim,%4(6),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,9.00,0
6,480,1,57,17,480,176,1.28.98,1.21.77,1400çim,2018-10-04,normal,ankara,1400,çim,%28(1),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.40,0
7,481,5,57,22,297,128,1.30.74,1.21.77,1400çim,2018-10-04,normal,ankara,1400,çim,%2(7),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,13.45,0
8,482,4,57,18,482,10,1.30.95,1.21.77,1400çim,2018-10-04,normal,ankara,1400,çim,%6(5),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,9.95,0
9,483,9,57,52,483,177,1.31.12,1.21.77,1400çim,2018-10-04,normal,ankara,1400,çim,%1(10),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,21.55,0
10,484,2,57,29,484,34,1.31.51,1.21.77,1400çim,2018-10-04,normal,ankara,1400,çim,%2(8),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,15.60,0

1,485,9,52.0,10,477,165,1.48.88,1.44.05,1600çim,2018-10-04,normal,ankara,1600,çim,%3(10),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,11.75,1
2,486,10,52.0,22,302,123,1.48.94,1.44.05,1600çim,2018-10-04,normal,ankara,1600,çim,%15(4),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,3.15,0
3,487,3,57.6,112,121,170,1.49.64,1.44.05,1600çim,2018-10-04,normal,ankara,1600,çim,%23(1),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.50,0
4,488,6,55.5,41,488,33,1.49.97,1.44.05,1600çim,2018-10-04,normal,ankara,1600,çim,%16(3),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,3.25,0
5,489,8,53.5,119,47,70,1.50.88,1.44.05,1600çim,2018-10-04,normal,ankara,1600,çim,%18(2),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,3.50,0
6,490,7,56.0,18,490,33,1.51.33,1.44.05,1600çim,2018-10-04,normal,ankara,1600,çim,%5(7),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,4.85,0
7,491,2,58,139,334,168,1.55.58,1.44.05,1600çim,2018-10-04,normal,ankara,1600,çim,%4(8),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,12.85,0
8,492,1,60,32,492,39,1.58.88,1.44.05,1600çim,2018-10-04,normal,ankara,1600,çim,%5(6),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,9.70,0
9,493,5,55,14,144,170,1.59.42,1.44.05,1600çim,2018-10-04,normal,ankara,1600,çim,%5(5),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,7.40,0
10,494,4,54.8,40,494,25,2.03.16,1.44.05,1600çim,2018-10-04,normal,ankara,1600,çim,%4(9),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,10.15,0

1,495,2,59.5,105,495,8,1.18.73,1.16.29,3,2018-10-04,normal,ankara,1300,çim,95,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,1.60,1
2,496,6,56.5,13,496,37,1.18.81,1.16.29,7,2018-10-04,normal,ankara,1300,çim,81,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,4.35,0
3,497,7,52.7,17,497,69,1.19.16,1.16.29,6,2018-10-04,normal,ankara,1300,çim,76,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,3.85,0
4,498,5,60,121,24,14,1.19.18,1.16.29,4,2018-10-04,normal,ankara,1300,çim,91,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.45,0
5,499,1,60,32,499,178,1.19.26,1.16.29,5,2018-10-04,normal,ankara,1300,çim,97,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,6.75,0
6,500,3,60.5,21,500,179,1.20.11,1.16.29,2,2018-10-04,normal,ankara,1300,çim,92,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,8.60,0
7,501,4,59,67,501,180,1.23.98,1.16.29,1,2018-10-04,normal,ankara,1300,çim,89,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,4.25,0

1,502,3,59,121,144,76,1.25.77,1.21.77,4,2018-10-04,normal,ankara,1400,çim,101,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,1.40,1
2,503,5,58.0,105,131,180,1.26.11,1.21.77,5,2018-10-04,normal,ankara,1400,çim,54,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,5.70,0
3,504,1,61,41,14,10,1.26.16,1.21.77,6,2018-10-04,normal,ankara,1400,çim,93,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,4.45,0
4,505,7,55.1,55,505,181,1.26.21,1.21.77,3,2018-10-04,normal,ankara,1400,çim,78,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,3.00,0
5,506,2,61,52,270,182,1.26.58,1.21.77,7,2018-10-04,normal,ankara,1400,çim,83,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.85,0
6,507,4,58,67,507,183,1.26.81,1.21.77,1,2018-10-04,normal,ankara,1400,çim,67,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,9.35,0
7,508,6,55,17,508,184,1.27.01,1.21.77,2,2018-10-04,normal,ankara,1400,çim,48,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,9.70,0

1,509,8,57,67,509,171,1.27.42,1.21.77,9,2018-10-04,normal,ankara,1400,çim,0,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.30,1
2,510,6,57,109,144,170,1.27.48,1.21.77,6,2018-10-04,normal,ankara,1400,çim,0,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,3.30,0
3,511,4,57,21,460,171,1.28.58,1.21.77,2,2018-10-04,normal,ankara,1400,çim,0,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,6.50,0
4,512,3,57.2,13,499,185,1.29.02,1.21.77,7,2018-10-04,normal,ankara,1400,çim,0,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,5.55,0
5,513,7,57,121,513,31,1.29.57,1.21.77,3,2018-10-04,normal,ankara,1400,çim,0,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,4.80,0
6,514,2,57,10,104,25,1.29.93,1.21.77,5,2018-10-04,normal,ankara,1400,çim,0,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,11.50,0
7,515,1,57,41,515,186,1.30.19,1.21.77,8,2018-10-04,normal,ankara,1400,çim,0,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.50,0
8,516,9,56.5,18,516,70,1.32.30,1.21.77,1,2018-10-04,normal,ankara,1400,çim,0,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,9.75,0
9,517,5,57,23,517,33,1.33.98,1.21.77,4,2018-10-04,normal,ankara,1400,çim,0,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,7.15,0

1,518,6,56,140,477,165,1.12.58,1.21.77,13,2018-10-04,normal,ankara,1400,çim,28,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,4.90,1
2,519,9,54,10,519,33,1.13.25,1.21.77,11,2018-10-04,normal,ankara,1400,çim,30,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,8.90,0
3,520,8,54,17,520,187,1.13.38,1.21.77,1,2018-10-04,normal,ankara,1400,çim,20,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,3.45,0
4,521,2,56,29,521,186,1.13.51,1.21.77,10,2018-10-04,normal,ankara,1400,çim,39,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.25,0
5,522,3,56.3,52,522,83,1.13.53,1.21.77,4,2018-10-04,normal,ankara,1400,çim,35,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,3.70,0
6,523,12,56.0,21,500,179,1.13.86,1.21.77,5,2018-10-04,normal,ankara,1400,çim,27,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,5.80,0
7,524,4,56.9,18,521,186,1.14.39,1.21.77,7,2018-10-04,normal,ankara,1400,çim,36,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.25,0
8,525,1,60,13,97,31,1.14.47,1.21.77,8,2018-10-04,normal,ankara,1400,çim,40,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,3.00,0
9,526,5,52,141,94,12,1.14.75,1.21.77,12,2018-10-04,normal,ankara,1400,çim,13,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,20.00,0
10,527,11,56.0,142,12,172,1.14.80,1.21.77,9,2018-10-04,normal,ankara,1400,çim,0,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,20.15,0
11,528,13,54.6,23,528,165,1.15.43,1.21.77,3,2018-10-04,normal,ankara,1400,çim,20,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,30.70,0
12,529,10,55.1,11,529,119,1.15.64,1.21.77,6,2018-10-04,normal,ankara,1400,çim,0,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,19.35,0

1,779,5,58,28,508,184,2.33.06,2.28.37,6,2018-10-06,normal,ankara,2400,çim,57,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,5.05,1
2,780,7,54,10,782,166,2.33.31,2.28.37,9,2018-10-06,normal,ankara,2400,çim,46,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,1.85,0
3,781,1,61,61,783,262,2.34.47,2.28.37,2,2018-10-06,normal,ankara,2400,çim,84,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,4.50,0
4,782,3,57,185,572,232,2.34.48,2.28.37,4,2018-10-06,normal,ankara,2400,çim,68,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.20,0
5,783,6,54,30,785,263,2.34.60,2.28.37,1,2018-10-06,normal,ankara,2400,çim,38,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,16.90,0
6,784,2,60,52,270,182,2.34.65,2.28.37,7,2018-10-06,normal,ankara,2400,çim,76,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,3.65,0
7,785,8,53.0,40,787,40,2.36.09,2.28.37,3,2018-10-06,normal,ankara,2400,çim,43,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,18.90,0
8,786,4,58,23,247,185,2.36.33,2.28.37,8,2018-10-06,normal,ankara,2400,çim,64,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,10.05,0
9,787,9,52.6,17,625,40,2.36.96,2.28.37,5,2018-10-06,normal,ankara,2400,çim,35,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,8.60,0

1,788,12,58.9,105,121,170,1.27.72,1.24.42,6,2018-10-06,normal,ankara,1300,çim,44,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,1.75,1
2,789,3,57.1,11,462,168,1.27.98,1.24.42,11,2018-10-06,normal,ankara,1300,çim,44,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.35,0
3,790,9,57,55,500,179,1.29.61,1.24.42,9,2018-10-06,normal,ankara,1300,çim,0,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.00,0
4,791,6,57,25,436,264,1.29.89,1.24.42,3,2018-10-06,normal,ankara,1300,çim,27,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,12.65,0
5,792,10,57,18,794,14,1.29.92,1.24.42,1,2018-10-06,normal,ankara,1300,çim,37,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,13.30,0
6,793,2,57.2,58,2,12,1.30.86,1.24.42,7,2018-10-06,normal,ankara,1300,çim,0,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,15.35,0
7,794,7,56.0,137,21,172,1.31.20,1.24.42,12,2018-10-06,normal,ankara,1300,çim,21,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,34.40,0
8,795,8,57,21,14,10,1.31.44,1.24.42,10,2018-10-06,normal,ankara,1300,çim,38,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,5.15,0
9,796,5,55.0,142,2,12,1.32.19,1.24.42,8,2018-10-06,normal,ankara,1300,çim,32,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,15.35,0
10,797,4,54.6,185,121,232,1.32.41,1.24.42,5,2018-10-06,normal,ankara,1300,çim,0,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,1.75,0
11,798,1,57,22,800,31,1.38.25,1.24.42,4,2018-10-06,normal,ankara,1300,çim,0,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,23.45,0
12,799,11,54,40,18,14,1.38.85,1.24.42,2,2018-10-06,normal,ankara,1300,çim,0,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,29.45,0

1,800,4,56.5,119,334,168,2.42.69,2.35.48,7,2018-10-06,normal,ankara,2200,kum,65,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.00,1
2,801,6,52.0,10,2,265,2.42.77,2.35.48,1,2018-10-06,normal,ankara,2200,kum,49,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,4.45,0
3,802,3,56,185,804,266,2.44.22,2.35.48,2,2018-10-06,normal,ankara,2200,kum,68,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.40,0
4,803,1,60,139,334,168,2.44.38,2.35.48,4,2018-10-06,normal,ankara,2200,kum,73,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.00,0
5,804,5,56,17,806,12,2.44.39,2.35.48,3,2018-10-06,normal,ankara,2200,kum,64,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,1.80,0
6,84,7,51.5,30,68,173,2.49.76,2.35.48,5,2018-10-06,normal,ankara,2200,kum,43,0.00012019230769230769,-0.008640120210368144,0.00011495511079981328,0.23529411764705882,1,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,5,5.65,0
7,805,2,58.5,27,405,176,2.51.32,2.35.48,6,2018-10-06,normal,ankara,2200,kum,70,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,6.70,0

1,806,3,60,55,521,186,1.21.32,1.18.63,1300kum,2018-10-06,normal,ankara,1300,kum,%23(2),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.40,1
2,807,6,56,17,468,176,1.21.56,1.18.63,1300kum,2018-10-06,normal,ankara,1300,kum,%7(5),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,5.30,0
3,808,8,53.5,10,728,26,1.22.05,1.18.63,1300kum,2018-10-06,normal,ankara,1300,kum,%5(7),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,7.20,0
4,809,7,56.5,21,507,183,1.22.26,1.18.63,1300kum,2018-10-06,normal,ankara,1300,kum,%14(4),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.95,0
5,810,5,60,28,813,168,1.23.60,1.18.63,1300kum,2018-10-06,normal,ankara,1300,kum,%17(3),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,3.55,0
6,811,2,62,22,413,251,1.24.66,1.18.63,1300kum,2018-10-06,normal,ankara,1300,kum,%3(8),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,12.95,0
7,812,1,58,27,815,172,1.25.26,1.18.63,1300kum,2018-10-06,normal,ankara,1300,kum,%25(1),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.15,0
8,813,4,57,40,816,174,1.26.39,1.18.63,1300kum,2018-10-06,normal,ankara,1300,kum,%5(6),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,9.45,0

1,814,6,55.8,28,475,168,1.20.10,1.17.14,1200çim,2018-10-06,normal,ankara,1200,çim,%14(3),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.75,1
2,815,8,53.5,10,816,174,1.20.51,1.17.14,1200çim,2018-10-06,normal,ankara,1200,çim,%5(7),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,7.95,0
3,816,1,57.3,107,819,144,1.20.63,1.17.14,1200çim,2018-10-06,normal,ankara,1200,çim,%9(4),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,5.65,0
4,817,9,53.5,31,820,37,1.20.68,1.17.14,1200çim,2018-10-06,normal,ankara,1200,çim,%2(9),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,13.65,0
5,65,2,59.3,105,65,14,1.20.75,1.17.14,1200çim,2018-10-06,normal,ankara,1200,çim,%32(1),0.0001891789632992811,-0.012909632571996028,0.0001806827431120163,0.5,1,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,5,2.05,0
6,818,7,53.5,27,121,170,1.20.87,1.17.14,1200çim,2018-10-06,normal,ankara,1200,çim,%5(8),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,7.45,0
7,819,5,55.5,11,462,168,1.21.03,1.17.14,1200çim,2018-10-06,normal,ankara,1200,çim,%5(6),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,8.35,0
8,820,4,56,14,824,163,1.21.14,1.17.14,1200çim,2018-10-06,normal,ankara,1200,çim,%24(2),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.90,0
9,821,10,52.0,25,436,264,1.22.81,1.17.14,1200çim,2018-10-06,normal,ankara,1200,çim,%1(10),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,35.90,0
10,822,3,56.5,21,826,267,1.22.83,1.17.14,1200çim,2018-10-06,normal,ankara,1200,çim,%6(5),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,6.00,0

1,823,5,58,17,827,175,1.57.56,1.53.13,1900çim,2018-10-06,normal,ankara,1900,çim,%4(6),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,5.65,1
2,824,1,64,105,828,129,1.57.82,1.53.13,1900çim,2018-10-06,normal,ankara,1900,çim,%8(4),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,4.25,0
3,825,7,56,55,110,268,1.58.43,1.53.13,1900çim,2018-10-06,normal,ankara,1900,çim,%21(3),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.95,0
4,826,6,58,121,830,163,1.58.44,1.53.13,1900çim,2018-10-06,normal,ankara,1900,çim,%24(2),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.05,0
5,827,4,60,21,831,269,1.58.59,1.53.13,1900çim,2018-10-06,normal,ankara,1900,çim,%2(7),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,10.35,0
6,828,3,61,41,519,33,1.58.80,1.53.13,1900çim,2018-10-06,normal,ankara,1900,çim,%34(1),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,2.00,0
7,829,2,61,67,833,28,1.59.51,1.53.13,1900çim,2018-10-06,normal,ankara,1900,çim,%6(5),NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,5.60,0

1,830,6,55,28,347,270,1.24.26,1.21.77,3,2018-10-06,normal,ankara,1400,çim,101,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,9.20,1
2,831,4,57,41,835,271,1.24.40,1.21.77,6,2018-10-06,normal,ankara,1400,çim,112,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,1.05,0
3,832,3,57,121,509,171,1.24.61,1.21.77,1,2018-10-06,normal,ankara,1400,çim,65,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,7.15,0
4,145,1,57,55,47,70,1.24.66,1.21.77,7,2018-10-06,normal,ankara,1400,çim,103,0.00019301293186643504,-0.0028676771814829987,0.0001877552833120612,0.25,1,0.125,0.0,0.0,0.0,0.0,0.0,5,10.50,0
5,833,5,57,67,838,272,1.25.17,1.21.77,5,2018-10-06,normal,ankara,1400,çim,87,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,4.50,0
6,834,7,57.0,176,326,138,1.25.61,1.21.77,2,2018-10-06,normal,ankara,1400,çim,98,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,4.35,0
7,835,2,59.0,105,121,273,1.29.51,1.21.77,4,2018-10-06,normal,ankara,1400,çim,52,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,54.15,0

