3,56.0,5.0,94.0,0.000185405037164,-0.0190173753793148,0.0001854263809582,0.5200549450549451,0,0.1225,0.1724137931034483,0.1334405144694533,0.0,0.0,0.0,96.0,14.2,0.1084429
4,54.0,3.0,107.0,0.0001517752242479,-0.0006488156004492,0.0001482517134577,0.1339160839160839,0,0.2445117335352006,0.11616104507614276,0.2184873949579832,0.4,0.2,0.4,347.0,1.45,0.33062638
8,52.0,8.0,84.0,0.0001806857724584,-0.0103174381530244,0.000180742308978,0.6388888888888888,0,0.0957613814756671,0.2307692307692307,0.0,0.3157894736842105,0.1052631578947368,0.3157894736842105,96.0,15.05,0.04845703
2,55.7,7.0,93.0,0.0001348154795443,-0.0174920535150187,0.0001350391426022,0.59375,0,0.3001145475372279,0.2388059701492537,0.15,0.05,0.0,0.2,89.0,3.6,0.2504605
5,52.6,1.0,75.0,0.0001747668402732,-0.0171329298033315,0.0001753330972325,0.5631257631257631,0,0.1946169772256728,0.1847826086956521,0.1,0.1578947368421052,0.0526315789473684,0.2105263157894736,208.0,17.1,0.02902264
7,55.8,6.0,81.0,0.0001842349408593,-0.0070710629574135,0.0001846560851953,0.8095238095238095,0,0.1519756838905775,0.12,0.1170886075949367,0.04,0.0,0.16,229.0,29.7,0.00284178
1,54.7,4.0,81.0,0.0001659418870945,-0.01685917112601,0.0001651119990527,0.4624999999999999,0,0.1630005640157924,0.2285714285714285,0.1424657534246575,0.25,0.0833333333333333,0.3333333333333333,96.0,10.7,0.17332776
6,54.0,2.0,83.0,0.0001997711235213,-0.0151005357888371,0.0002003295502215,0.6099837662337663,0,0.0874811463046757,0.0954773869346733,0.0884146341463414,0.1428571428571428,0.1428571428571428,0.1428571428571428,89.0,18.75,0.05682102

7,55.0,4.0,0.0,0.0002768549280177,-0.010367298578199,0.0002724662382605,0.5,1,0.149706979222163,0.0,0.1049284578696343,0.0,0.0,0.0,7.0,6.4,0.15416454
8,54.0,5.0,0.0,0.0002739726027397,-0.0216232227488151,0.0002727282678313,0.5833333333333334,1,0.2433234421364985,0.2222222222222222,0.2185970636215334,0.0,0.0,0.0,7.0,3.25,0.24346428
5,55.9,7.0,0.0,0.0002664535038635,-0.0521327014218009,0.0002734118222745,0.8333333333333334,1,0.1493775933609958,0.1333333333333333,0.1128048780487804,0.0,0.0,0.0,7.0,7.7,0.11217518
2,54.2,8.0,0.0,0.0001687462436989326,-0.018236388652305396,0.0001677538878282348,0.4910112381579772,1,0.0,0.0,0.0,0.0,0.0,0.0,24.304347826086957,1.8,0.23088329
6,54.0,2.0,0.0,0.0002711496746203,-0.0328791469194312,0.0002729848976603,0.75,1,0.0553064275037369,0.1052631578947368,0.1608695652173913,0.0,0.0,0.0,7.0,33.2,0.01842679
